Subj,Item,Trnsp,scrb,rt
1,59,A,568.1033575162413,730.7827920846534
1,60,A,594.8776974629711,571.7245943711265
1,61,A,656.1527960974324,608.2371238545416
1,62,A,786.4510425649373,669.135580045624
1,63,A,675.9159920596562,518.1478953875283
1,64,A,724.2366830075024,687.0636322157593
1,65,A,664.7138931618201,559.591421015363
1,66,A,661.3968870520021,589.9606900416617
1,67,A,697.5034283502578,545.8888125213203
1,68,A,561.175853237365,665.6905262299371
1,69,A,559.6103878041863,706.186290275517
1,70,A,603.8581130503844,552.4641543774985
1,71,A,673.9362265526727,426.5809169959589
1,72,A,608.9581938909632,600.5206497072907
1,73,A,600.0125957664616,664.8755744761552
1,74,A,727.3275487466835,681.144686832007
1,75,A,638.0029747046124,554.401679530586
1,1,B,583.027262017628,626.3176004378212
1,2,B,706.1254329336646,564.5367024377252
1,3,B,573.1168299242102,668.4545570332658
1,4,B,711.4557161915317,600.749384173358
1,5,B,595.2535886029643,604.1545222828782
1,6,B,650.692824317289,667.54195610146
1,7,B,609.6681710969251,637.5996300520051
1,8,B,686.6868228555342,749.0540241162528
1,9,B,748.2158255627401,572.840096561082
1,10,B,619.6822433618308,605.73118729004
1,11,B,568.5150229614466,531.4024936011352
1,12,B,705.2952458078279,734.21178861747
1,13,B,795.4714592031094,625.5370078182873
1,14,B,630.0242062255934,633.0071871075614
1,15,B,669.6810415262521,619.4984258931206
1,16,B,625.064637239015,644.1364287341862
1,17,B,672.9728019211534,616.7683852680977
1,18,B,608.338170496072,680.467634707755
1,19,B,643.3368338435358,571.4477266804176
1,20,B,588.7858018014349,580.5926033692645
1,21,B,611.9559729122748,626.5419353521788
1,22,B,844.5427244978168,553.3302277748243
1,23,B,672.5308496988516,533.8542611340814
1,24,B,699.0340728116823,482.09989149298974
1,25,B,526.7749041731615,654.172455424086
1,26,B,686.8943363277706,646.3904054596752
1,27,B,629.1228763982585,629.2261432537325
1,28,B,670.3425706802666,729.7433358347325
1,29,B,677.474511063959,470.34949434164514
1,30,B,581.2952032078762,702.4809638135691
1,31,B,631.9695061185228,632.5298199633471
1,32,B,678.8003163121002,769.7344900878479
1,33,B,614.1330286592371,685.671460633001
1,34,B,650.193827903407,705.433718382381
1,35,B,552.9398667181918,533.3506718594188
1,36,B,696.2784476795943,644.4223799444009
1,37,B,642.8687137652928,501.0443305950887
1,38,B,640.3967339329699,641.0413456509234
1,39,B,695.3968990892953,667.9427001048397
1,40,B,685.1027902756232,611.7580940838731
1,41,B,601.1657840998614,714.5967279820766
1,42,B,683.8016389455181,713.5700188401839
1,43,B,760.085656837651,473.21927973871755
1,44,B,605.5311796965342,695.719032956365
1,45,B,673.9563458643227,686.2575951747548
1,46,B,631.5179752877615,544.8542733920126
1,47,B,668.1546793743787,742.8200299633075
1,48,B,749.1663816505021,689.5797257469798
1,49,B,637.801214690621,709.2497823141077
1,50,B,713.5409188664091,735.0570287170573
1,51,B,671.2113737760906,672.0118530175451
1,52,B,521.3298809786427,655.2123235184588
1,53,B,475.51828205301996,557.8530477057029
1,54,B,674.8928138000924,692.8826908142648
1,55,B,714.6978417536302,716.6930227590117
1,56,B,557.1439169819153,570.5504991469616
1,57,B,698.4908314227667,704.3673988601904
1,58,B,536.848532649236,462.283671055775
1,59,B,634.9196437083004,697.794114575519
1,60,B,565.8407678103235,635.2108387564036
1,61,B,626.4902269169329,445.1610442237983
1,62,B,694.2084811654433,656.9158954445544
1,63,B,625.3914464653581,584.5078801627262
1,64,B,723.452269763673,774.3322149761146
1,65,B,658.0566827731973,783.808352848482
1,66,B,557.021936263182,665.8653997915529
1,67,B,723.3312293845353,605.0618269194302
1,68,B,654.1189720775226,641.4085130480688
1,69,B,590.5416271340381,653.296795177091
1,70,B,620.2697626605103,652.8165300564741
1,71,B,711.0853665555212,687.3551853531576
1,72,B,707.997224667466,732.7206963838009
1,73,B,593.5109301844034,653.7094389925824
1,74,B,640.886470180318,706.6491925719927
1,75,B,659.0128880244065,675.3813010245017
1,1,C,526.9430939957682,632.7806924852907
1,2,C,575.043918748243,586.5850651056771
1,3,C,588.3112260373166,736.5003903624187
1,4,C,736.6702407594955,633.0920071017644
1,5,C,704.8428385859349,632.688418314488
1,6,C,530.5419125532665,665.0530722593038
1,7,C,658.4371443075474,597.0523638689772
1,8,C,636.8762082355405,772.4652878733725
1,9,C,620.0484951639548,740.8328735282429
1,10,C,656.3912855879569,595.3256523477935
1,11,C,620.450377778853,717.2834261497868
1,12,C,668.4505634989633,623.7327131051222
1,13,C,677.0960192362504,672.9682699823587
1,14,C,667.3271816083651,680.7788078544771
1,15,C,622.9804600629675,656.8342280143378
1,16,C,725.6046085045268,635.7228526240316
1,17,C,719.2526492338425,816.3495355091715
1,18,C,608.697317230238,678.5167295009003
1,19,C,738.5929486088914,690.4316885411515
1,20,C,588.8621389370192,648.5740249539671
1,21,C,624.5899040566528,507.9947080649899
1,22,C,696.692568051255,726.1446934483774
1,23,C,534.2839516855227,604.118735969469
1,24,C,839.498464925259,537.3559391299018
1,25,C,642.0879141445427,643.5493067028991
1,26,C,670.1733137930215,625.8012539330621
1,27,C,511.1912691085937,597.9487719207682
1,28,C,530.7495433295379,541.0518400186867
1,29,C,632.0110436542371,552.6449418137499
1,30,C,656.2986371325228,705.4700411985742
1,31,C,748.5878892706409,793.4194059208438
1,32,C,638.5717592499534,619.3914940974412
1,33,C,668.0512721700246,715.1249796007315
1,34,C,568.8145412678949,765.1693622381782
1,35,C,613.9669044795153,594.833357730862
1,36,C,653.2909068702654,626.495911923269
1,37,C,592.6322240743984,677.72675938735415
1,38,C,622.8411629636505,775.7341538904556
1,39,C,569.9820980665716,735.0338079527776
1,40,C,705.5461523375405,686.5326745533854
1,41,C,643.995236792628,591.8670805545429
1,42,C,778.3773294263096,754.7671199998331
1,43,C,651.7570155676651,659.51557300575
1,44,C,556.4944278423693,676.5809308450393
1,45,C,695.8848285820217,760.7502679807692
1,46,C,657.3584993105716,629.9193504158071
1,47,C,700.9174017465693,690.0812180689077
1,48,C,748.1603078961298,772.0808019190114
1,49,C,617.0203457116708,699.8625739081067
1,50,C,630.8781459504294,712.2919100273713
1,51,C,689.4238017971206,748.5070815961666
1,52,C,638.6811858586348,653.7410776489747
1,53,C,462.66334434076975,584.7823733405316
1,54,C,714.0893102573052,825.7593038433233
1,55,C,827.6255852278503,832.9329804210511
1,56,C,594.8609840269153,758.3009066637634
1,57,C,884.007760245941,891.5643360602097
1,58,C,644.9048329389195,796.5227825541427
1,59,C,550.8936553719802,739.8499571795794
1,60,C,590.7970664051135,696.1721396440843
1,61,C,574.6053966201991,492.5564575246207
1,62,C,731.5245451506825,686.1738933934711
1,63,C,694.5776208416794,612.213583005994
1,64,C,803.5504532450374,801.0103340090736
1,65,C,591.7019812220016,680.4923185345087
1,66,C,539.4038514438375,683.9396390564561
1,67,C,717.2921058268,651.4157676213379
1,68,C,659.0564499386958,953.7286298411161
1,69,C,615.6742950640395,724.5316980568045
1,70,C,587.6432334303693,721.0927223156449
1,71,C,707.3762972598154,557.4827337035629
1,72,C,571.7498172538094,809.9925711625773
1,73,C,549.5876372051757,678.7634040272651
1,74,C,765.3482417732539,709.6330760488469
1,75,C,772.5526382204224,800.6610106890042
1,1,D,635.0616833233083,696.9127215195006
1,2,D,725.9477889104719,600.2237839231976
1,3,D,541.0894742397641,595.698159606168
1,4,D,804.546489798866,751.5387591800333
1,5,D,670.6299099762982,656.87810025589215
1,6,D,616.3401535883966,675.9029353347019
1,7,D,645.7849716796043,602.5558716665756
1,8,D,624.899114084978,655.6007251697081
1,9,D,771.6008750481092,611.8721406901452
1,10,D,653.2264873328663,634.8783664306318
1,11,D,579.7623077159707,684.3762291309113
1,12,D,597.1871369401756,781.699100835422
1,13,D,658.8003190426372,736.4950837182106
1,14,D,683.6457667999202,805.3626698252709
1,15,D,650.7558263914218,608.2469558554886
1,16,D,727.7981892169544,742.5607977302769
1,17,D,655.9759717355946,657.1099317883636
1,18,D,691.1022268424333,758.3225890608361
1,19,D,635.5821599217521,640.7822174010355
1,20,D,639.6012576185651,812.4214882866007
1,21,D,646.3405836938323,623.3287826304212
1,22,D,776.0043146841113,742.7629411603799
1,23,D,559.9042877691703,604.7072366621052
1,24,D,673.2373409071172,591.9294888319154
1,25,D,614.8802904255317,597.0184548955225
1,26,D,619.5752724386672,644.5268762163527
1,27,D,495.08284372770044,602.1781138961423
1,28,D,626.4464401520898,712.549772424127
1,29,D,684.816371687902,773.6061009758579
1,30,D,576.3334308284204,607.8614572864276
1,31,D,736.610143731261,674.2332443667754
1,32,D,644.8555927734408,605.9330385225539
1,33,D,658.4049306079971,709.0878009270057
1,34,D,682.8979010695355,789.4063717449989
1,35,D,679.6907361269449,634.0806209718925
1,36,D,616.5235044532747,649.35887798752
1,37,D,604.5535731986481,600.7764875264727
1,38,D,641.2676577790157,747.6665842198299
1,39,D,618.4501869134403,701.5346922924496
1,40,D,715.2507704268444,744.1733241063895
1,41,D,587.3157916129483,546.4138106573006
1,42,D,723.5509208288372,671.630130604058
1,43,D,690.8464050018899,662.3539305439546
1,44,D,701.4272588794734,847.8223170748587
1,45,D,736.0093505954359,750.4440262257791
1,46,D,580.2221207735456,409.85598904807534
1,47,D,697.9333306976539,502.61480676132334
1,48,D,809.4282243217326,714.5654883558703
1,49,D,615.2224213350282,630.3780428534111
1,50,D,700.0292819196635,746.4352400803315
1,51,D,759.2210439202256,842.7957686457603
1,52,D,531.0123138320948,711.6633921214935
1,53,D,488.01384521928736,514.5495437410748
1,54,D,722.5104489822531,748.1047233482852
1,55,D,773.9813763491707,786.116399528948
1,56,D,560.3503241665614,628.5762888504356
1,57,D,740.6306622641304,664.7827026754492
1,58,D,657.4631049972638,655.6532675032445
1,59,D,657.6883137698197,749.0691939117353
1,60,D,605.74025828103,573.8829535361714
1,61,D,614.1626048599854,650.7639250805266
1,62,D,768.1211670018877,749.037516413346
1,63,D,604.998985245677,603.5014216551224
1,64,D,801.05397157508,882.0303627324218
1,65,D,824.4228161422891,947.9845665914513
1,66,D,552.0910707874242,626.7610736899318
1,67,D,662.4306553860604,735.2829308333414
1,68,D,688.1552297334796,945.7347498272226
1,69,D,599.3059985933646,621.0536363951455
1,70,D,647.367391026092,680.0554519235636
1,71,D,622.4916496384863,564.7972673997004
1,72,D,705.8092488484041,887.464241372515
1,73,D,516.782272086761,638.6588710501394
1,74,D,688.3724105180714,631.3434571909338
1,75,D,580.1381505438003,776.3834999516283
2,1,A,562.041561407261,544.1738314898596
2,2,A,551.2669579981946,351.7282910989684
2,3,A,558.5911486678706,601.4162648321582
2,4,A,691.3799576550107,579.3735492644761
2,5,A,577.7736622554323,353.1083602080494
2,6,A,560.6257617863998,479.9190569117244
2,7,A,544.9209668022129,385.7696305325697
2,8,A,492.1146684578487,431.2668069754071
2,9,A,571.7303202408019,549.418210581744
2,10,A,548.8552181314658,508.1182710146556
2,11,A,635.6679520325172,595.6185941382831
2,12,A,583.6690514769205,532.5157484675217
2,13,A,598.8809690957718,488.7168237394794
2,14,A,606.8588757835471,555.1533929852629
2,15,A,554.1893287927091,460.1230491419232
2,16,A,571.160541417228,491.8667713533606
2,17,A,606.577454285745,420.0765490296926
2,18,A,586.6693195423138,537.480050009993
2,19,A,605.9118259962256,413.20135222717926
2,20,A,573.7993387117748,484.0119844314072
2,21,A,518.8017560072453,548.6994610106406
2,22,A,625.803207689829,559.1152507387623
2,23,A,431.55459064420967,436.08011365294357
2,24,A,598.1346015253463,490.0816790321943
2,25,A,514.6821400186765,647.4070682707579
2,26,A,580.7143311543347,475.45435122816997
2,27,A,452.20758620845106,385.9111141638557
2,28,A,511.4304430087567,397.568270703398
2,29,A,546.8567391453829,564.6816589058174
2,30,A,577.4219375156447,580.4276285990737
2,31,A,627.3602565942456,490.5159594338436
2,32,A,470.97769128845545,493.8580994694573
2,33,A,628.1254479414956,489.18809159834456
2,34,A,507.2460642533532,445.6792096845289
2,35,A,469.1099439436266,541.2933362786263
2,36,A,647.2200376494234,554.5805611460352
2,37,A,586.1304153813724,404.0897860653008
2,38,A,429.98044424233933,461.6930093370013
2,39,A,627.8173735310739,480.38547056495383
2,40,A,617.7708067401113,481.5127918908925
2,41,A,579.4172890234895,447.9106184241807
2,42,A,592.1443727290532,489.5148606615162
2,43,A,633.2781664822824,512.2578314578242
2,44,A,576.0696519544688,630.5356663655898
2,45,A,610.3452555946947,458.4442438237527
2,46,A,595.6389533696299,683.6703004021301
2,47,A,624.2178849393472,382.60280266281075
2,48,A,615.532979142913,572.8123363871648
2,49,A,479.6317289515233,427.07453106143305
2,50,A,646.2741462062814,521.8653797823715
2,51,A,666.7304328053895,437.21862189874264
2,52,A,440.7114647428386,490.0894821287646
2,53,A,432.74932399606365,474.7074104247135
2,54,A,681.616450873543,387.51780549230216
2,55,A,690.4479617542432,554.9390303042525
2,56,A,585.8042826037697,405.52867918305446
2,57,A,660.8301711112385,439.795033015092
2,58,A,550.4528598591676,585.0497887952633
2,59,A,592.7683824439343,557.7123281558396
2,60,A,612.2861140985834,452.3879037092962
2,61,A,479.62324863071876,420.7154229863552
2,62,A,694.8571634254886,534.1217781045397
2,63,A,572.9884277343049,474.9303125016086
2,64,A,644.2773083477039,644.6021443940738
2,65,A,687.8693519245411,593.8876347248652
2,66,A,435.2138829483761,359.42929676589097
2,67,A,625.1568141123435,570.070155830406
2,68,A,685.095097596194,662.4637120553411
2,69,A,534.027920721793,508.89413505845994
2,70,A,580.4887981752497,580.7605915634307
2,71,A,584.8033258000755,532.3180729989728
2,72,A,611.9331831954496,590.0539552653463
2,73,A,474.6752040765798,508.87749997849227
2,74,A,602.9600699966938,459.1600932859441
2,75,A,666.4315100044204,527.0450647880485
2,1,B,525.3897945529258,375.96663392292555
2,2,B,587.5621564120784,611.5852857373236
2,3,B,541.5760111238837,571.7916594781301
2,4,B,677.9841364469563,407.46496099552115
2,5,B,586.3280155334558,515.5128997429259
2,6,B,570.994753332983,547.1268098854661
2,7,B,527.6249757844331,467.2296937884541
2,8,B,513.4740274426617,508.84973240655466
2,9,B,673.9795902372393,509.22173363780485
2,10,B,580.2293607320885,555.6407874995465
2,11,B,532.5415091477361,527.1667620967382
2,12,B,656.5797290334006,699.3962658880594
2,13,B,614.7779382019107,488.3037449774709
2,14,B,639.260691487972,624.1151779747381
2,15,B,475.4993535121973,504.0192394548406
2,16,B,627.8176292462773,572.5425281622591
2,17,B,602.1723825376412,608.1964541557201
2,18,B,559.9219301675532,375.34209993909883
2,19,B,522.174545373317,526.1932294766088
2,20,B,667.6684754061328,303.0032212260202
2,21,B,518.1783955654018,477.60891895100417
2,22,B,761.4046865548435,514.8362163063442
2,23,B,522.3670076452083,515.4696743661456
2,24,B,640.3988375746569,358.68727300929174
2,25,B,589.8161110091646,433.84815696645194
2,26,B,547.0605732918955,321.59795194785477
2,27,B,453.91921281730123,460.7374807480857
2,28,B,518.7239052934366,506.6075814301852
2,29,B,643.1012475901114,473.36975456139805
2,30,B,527.900078183394,531.3927569673622
2,31,B,633.0332187689098,375.25037972260634
2,32,B,572.6882123268706,352.92170110150914
2,33,B,659.9635362740565,550.3706397112511
2,34,B,502.6575429981748,462.78298592934834
2,35,B,521.1159738966671,575.9083393429456
2,36,B,590.8763056715245,566.6854670639106
2,37,B,501.906784959269,508.9599097809266
2,38,B,492.97452091863465,448.6054269005987
2,39,B,590.5070441898929,507.06049214993067
2,40,B,633.3905514638732,514.7034659636727
2,41,B,600.3584310944336,564.1609464732969
2,42,B,643.7459072327672,547.0736123529877
2,43,B,593.7556928120291,497.73203533116856
2,44,B,702.4831687126643,611.7962396651004
2,45,B,638.2660040024364,501.924723090354
2,46,B,565.7409209542958,428.0569161857628
2,47,B,507.98039897877294,377.3140639551324
2,48,B,623.2427438972458,573.0326878672226
2,49,B,515.7882919730038,601.0303313370883
2,50,B,528.9870947151768,484.68283550498967
2,51,B,639.702023489365,392.22090122112076
2,52,B,510.8924481948327,429.69281252473235
2,53,B,404.19198781113613,491.8127863308014
2,54,B,700.6008902307956,476.7787528408566
2,55,B,673.8679127604025,597.229080743237
2,56,B,555.6900119234383,582.2611393150678
2,57,B,719.1666331979275,539.047346430957
2,58,B,529.8159591423516,608.8146923837213
2,59,B,504.67375059434835,567.7643432339968
2,60,B,536.5984010929899,332.7135808465482
2,61,B,471.42896096717084,395.3538495432344
2,62,B,674.7140682338215,464.566932622325
2,63,B,518.3151135300939,446.21581517691806
2,64,B,747.0316376640787,744.5193528443407
2,65,B,588.2348653708016,501.16458915536094
2,66,B,440.95985810667975,369.69034493622587
2,67,B,628.3129479652928,489.6931760728631
2,68,B,580.693970555,574.4288388230685
2,69,B,587.5885140097488,459.0304946942984
2,70,B,579.1248308488323,477.19432200822905
2,71,B,569.487225722412,419.3223973190997
2,72,B,545.0227949923336,455.2770466684856
2,73,B,470.90417205105246,411.51808423667893
2,74,B,623.5300965671493,484.04389385762477
2,75,B,668.1755336629826,349.6155451014807
2,1,C,587.6187474078974,443.4024176864493
2,2,C,590.1508049119291,379.26355472650454
2,3,C,543.778265733006,536.4375227488669
2,4,C,641.4123469174385,543.4977439547903
2,5,C,580.121930712,223.22998029190046
2,6,C,496.2924086594083,471.6742709169339
2,7,C,469.5829033488619,463.1421283983514
2,8,C,520.2497444397145,513.1711377035801
2,9,C,618.0566052729008,517.6543133819026
2,10,C,593.0288337622183,599.5991412273476
2,11,C,459.63406051362495,484.2515319302932
2,12,C,525.6308330179082,509.63662841669895
2,13,C,553.5218054227954,346.99864903955705
2,14,C,531.9426049812341,532.8612528404307
2,15,C,547.6766332316508,461.5299326702662
2,16,C,525.689971574141,680.9708597927572
2,17,C,690.1450833959848,570.5055656633484
2,18,C,523.8198221427185,561.5497113840609
2,19,C,581.2604842888841,541.6366282446888
2,20,C,661.2833976617318,730.4105290624344
2,21,C,600.3885497489655,386.1016618146372
2,22,C,694.0628277033202,574.8405902859381
2,23,C,519.0601221181234,507.26985084083105
2,24,C,593.4865774260427,308.455416777189
2,25,C,531.4138441209612,578.6182841471846
2,26,C,492.0413754390338,398.21746336174925
2,27,C,551.6664791275163,551.3709164604478
2,28,C,549.4141770649156,500.75368564813846
2,29,C,584.8199046828446,468.0881357395257
2,30,C,526.9324085261089,533.3560097477837
2,31,C,627.4834693590666,559.3919707926136
2,32,C,492.4057451841805,470.4447388865659
2,33,C,559.3104348947487,593.5433923042265
2,34,C,519.6518334851628,514.2260114441887
2,35,C,539.0966744760326,431.8087334458476
2,36,C,655.237821719967,477.0878487395136
2,37,C,557.1307908372983,367.6158183336098
2,38,C,522.2461662196465,535.6187134416659
2,39,C,593.5388795630081,533.7772138033342
2,40,C,688.9224313729835,538.9460837221177
2,41,C,534.0751548257992,348.45808366010806
2,42,C,653.2334037328541,528.4024592852692
2,43,C,580.7051815123931,440.9715454206745
2,44,C,529.3716560115199,461.7497348554675
2,45,C,608.99166717888,592.1015156424842
2,46,C,594.4877303936563,544.8503947206686
2,47,C,618.3122810922905,525.4764592275312
2,48,C,639.3625354472465,427.4731657340538
2,49,C,563.1738882380183,493.4717124846653
2,50,C,686.7941141451429,535.4765629701951
2,51,C,572.4482728370807,506.6410759865682
2,52,C,589.7811856646874,476.4910345040439
2,53,C,446.37321484280545,490.35729886521716
2,54,C,598.734034584508,681.8348863545972
2,55,C,769.1178054398299,548.7940959496138
2,56,C,578.415505951453,625.7187637607205
2,57,C,720.8890897848988,622.4921469661632
2,58,C,529.2209011551045,299.850935834706
2,59,C,530.1309214314848,424.0876675498598
2,60,C,538.0998309854318,498.90030702410377
2,61,C,546.9878234751977,389.24823628995597
2,62,C,702.6064241795832,487.6907037790796
2,63,C,690.3062691772136,586.8817262323811
2,64,C,609.5580054500363,642.551357358157
2,65,C,667.1536570373056,524.956621440895
2,66,C,430.7629553198198,226.15100717218047
2,67,C,772.9431231181463,625.4440656873253
2,68,C,531.5113926890666,589.2554387717444
2,69,C,590.7196353599884,667.2322544977935
2,70,C,574.5674839214646,606.8614690791894
2,71,C,583.3597246236784,422.2177297946536
2,72,C,518.2109811023827,641.5018784258082
2,73,C,403.8618307286531,347.35446529991464
2,74,C,593.0561781566036,409.6886149868494
2,75,C,619.1617488639077,591.134138932521
2,1,D,594.2079136054398,562.2110565971037
2,2,D,666.0435780031682,344.53330868848525
2,3,D,502.31172858882934,547.4162242993027
2,4,D,665.1681216211911,622.6310184364012
2,5,D,573.1590890345692,519.6422624565206
2,6,D,520.9927158854109,443.69243029377856
2,7,D,552.3823893330862,272.79674291335573
2,8,D,522.5771712031417,433.98531267626026
2,9,D,590.9603432926594,632.3748481591163
2,10,D,604.0542103085309,680.2244020966806
2,11,D,616.0691234725742,605.6913654557427
2,12,D,560.1777235497809,484.8276387433607
2,13,D,708.1797286645974,583.7537677773109
2,14,D,604.2938636943595,601.6380519149274
2,15,D,532.4479259003383,448.4819716870082
2,16,D,571.1393259674983,501.3785536229324
2,17,D,650.9170656004923,545.029238994404
2,18,D,572.8477238251769,552.8523127038833
2,19,D,666.6015694820032,508.1238699825851
2,20,D,609.104867192831,530.3245710533013
2,21,D,564.4044526523223,380.7162299445993
2,22,D,711.846272222014,676.3200155311946
2,23,D,440.8901890626183,404.3223455448612
2,24,D,661.4441311400236,510.6005078601778
2,25,D,572.1667689350093,630.3491201426191
2,26,D,530.3532315398087,482.8689216725062
2,27,D,408.58639706063127,456.8412695961506
2,28,D,528.8628927593943,389.0425974900486
2,29,D,496.90755722711174,451.3791723199327
2,30,D,536.2460697957224,514.1190125821178
2,31,D,622.2704178897376,556.3873209699801
2,32,D,549.4174729791782,605.8355852366593
2,33,D,622.8930581429983,677.0900146199349
2,34,D,588.2940472345014,534.8161289461908
2,35,D,508.02074239686885,364.9813107955993
2,36,D,599.5597032408582,299.05427496704783
2,37,D,624.5986509168599,558.9428673394837
2,38,D,490.95613962298575,385.2965587654085
2,39,D,535.5592552842957,456.6883277843139
2,40,D,635.9027019452717,600.1292442379822
2,41,D,534.9788373051649,415.2868384536867
2,42,D,718.0576881993409,651.2606085601835
2,43,D,636.8049651191607,544.931151574056
2,44,D,555.8474367421145,602.6700075643065
2,45,D,679.4915728139624,707.597624272481
2,46,D,637.9663900130868,582.1125134430795
2,47,D,593.8665594262004,519.6704893381484
2,48,D,655.5071424626922,426.95795883159644
2,49,D,508.8008933883292,426.12620088735275
2,50,D,614.0913944096229,466.1027011475687
2,51,D,600.6135437577191,503.94284057545417
2,52,D,523.1782834969306,454.34126513435194
2,53,D,415.2956522169556,589.7535335561549
2,54,D,588.1567116090557,507.2969934724049
2,55,D,689.9284864884924,539.9722093707746
2,56,D,628.1563704036294,668.3662492287565
2,57,D,613.3146338178391,482.1117584343216
2,58,D,580.8489600856667,590.2462689276895
2,59,D,687.360205310995,616.0060632437766
2,60,D,516.336795573397,406.71550790371174
2,61,D,578.1334789646478,500.9804406855731
2,62,D,617.416746431781,564.4642469394496
2,63,D,544.5161403311902,585.3373607548056
2,64,D,769.0435796112822,678.0489045044909
2,65,D,619.1196241102288,685.6335114788055
2,66,D,438.32686935171154,328.94624617432254
2,67,D,706.1131462333665,589.1597998191332
2,68,D,603.7410647909984,647.5759462078859
2,69,D,486.3196650109635,525.4354135240428
2,70,D,521.4137489662653,461.4569856997825
2,71,D,572.9525232192129,464.6916378709936
2,72,D,476.9918581527147,675.516291350595
2,73,D,497.9582706719043,570.9345358049452
2,74,D,595.7311414209073,559.392490331464
2,75,D,622.9027765229337,681.9478739891433
3,1,A,544.3537290808048,626.7248667183869
3,2,A,630.1761252205206,733.3906326040805
3,3,A,580.8520107717466,617.1662248414057
3,4,A,789.4060157736299,663.6611077711619
3,5,A,508.4953667174295,597.0718255939679
3,6,A,554.5893503947713,622.6184822355831
3,7,A,677.3192011056045,787.7836523315211
3,8,A,539.0831757505947,678.2807356021704
3,9,A,641.2974678729814,611.6972693884604
3,10,A,645.0613919527004,781.8183249031065
3,11,A,559.9400926363056,663.0883181287894
3,12,A,635.9775459866853,780.1226615528265
3,13,A,633.2984978109235,684.149501883467
3,14,A,655.9097925299354,780.9755355897721
3,15,A,555.5187401598469,701.36901636893106
3,16,A,673.3157126650477,793.2191477063786
3,17,A,548.0742580442659,760.3396065772357
3,18,A,609.5922638526613,790.475731442795
3,19,A,641.5933478868249,648.3289699912752
3,20,A,644.8036923312692,662.4573244813594
3,21,A,481.01562727803946,660.7504360331536
3,22,A,819.6451597744201,710.7114641659256
3,23,A,530.8535142194054,664.8913052321876
3,24,A,746.0277232677761,643.1219791262914
3,25,A,488.6466138072433,770.5986478485802
3,26,A,569.8151282744813,763.1458376405893
3,27,A,595.734336559391,600.5530115706423
3,28,A,648.0311838061139,612.6803137491536
3,29,A,634.8995044287209,674.7292665626588
3,30,A,628.9529418971847,697.9397274033726
3,31,A,678.4164025239405,739.3374055244202
3,32,A,577.165966599212,724.6951396161311
3,33,A,702.2976298457199,612.5002126365625
3,34,A,570.6292602118051,711.8747514074881
3,35,A,569.4839649480778,620.1699568139466
3,36,A,702.0700222282983,686.0295947313014
3,37,A,511.5462599102963,640.3044964539819
3,38,A,549.301059526912,561.9735020417992
3,39,A,695.3326984471922,733.0164379760645
3,40,A,651.9077460404324,636.1707547176298
